"","folio","factor_b2","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"4045",5170000,1820,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4046",5171000,1820,"0","0","0","1","1","1","0","0","0","0","1","0","1","1"
"4047",5172000,1820,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4048",5173000,1820,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4049",5174000,1820,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4050",5175000,1820,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"4051",5176000,1820,"0","0","0","0","1","1","0","0","1","1","1","1","1","2"
"4052",5177000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4053",5178000,1820,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"4054",5179000,1820,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"4055",5180000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4056",5181000,1820,"0","0","1","0","1","1","0","1","1","1","1","1","1","3"
"4057",5182000,1820,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"4058",5183000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4059",5184000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4060",5186000,1820,"0","0","0","1","0","0","0","0","1","0","1","1","0","1"
"4061",5187000,1820,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4062",5188000,1820,"0","1","0","1","0","0","0","1","1","1","1","1","1","3"
"4063",5189000,1820,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"4064",5190000,1820,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4065",5191000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4066",5192000,1820,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4067",5193000,1820,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"4068",5194000,1820,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"4069",5195000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4070",5197000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4071",5198000,1820,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4072",5199000,1820,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4073",5200000,1820,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4074",5201000,1820,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4075",5202000,1820,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4076",5203000,1820,"0","0","0","1","1","1","0","1","0","1","1","0","1","2"
"4077",5204000,1820,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4078",5205000,1820,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4079",5206000,1820,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"4080",5207000,1820,"0","0","0","1","1","1","0","0","0","0","1","1","0","2"
"4081",5208000,1820,"0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"4082",5209000,3895,"0","0","0","1","1","0","0","1","1","0","1","1","0","2"
"4083",5210000,3895,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4084",5211000,3895,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"4085",5212000,3895,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"4086",5213000,3895,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"4087",5214000,3895,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"4088",5215000,3895,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"4089",5216000,3895,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"4090",5217000,3895,"1","0","0","1","1","1","0","1","0","1","1","1","0","3"
"4091",5218000,3895,"0","0","0","0","0","1","0","1","1","1","1","1","0","2"
"4092",5219000,3895,"1","1","1","1","1","1","0","1","1","1","1","1","0","3"
"4093",5220000,3895,"0","0","0","1","0","1","0","1","0","1","1","1","0","2"
"4094",5221000,3895,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"4095",5222000,3895,"1","0","0","0","0","0","0","0","0","0","1","1","0","1"
"4096",5224000,3895,"1","0","0","0","0","0","0","1","0","0","1","1","0","1"
"4097",5225000,3895,"0","1","0","1","0","1","0","1","0","1","1","1","0","1"
"4098",5226000,3895,"1","0","0","0","0","0","0","1","0","1","1","1","1","1"
"4099",5227000,3895,"1","0","0","1","0","1","0","1","0","1","1","1","0","3"
"4100",5228000,3895,"1","0","0","0","0","0","0","0","0","0","1","1","0","1"
"4101",5229000,3895,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"4102",5230000,3895,"0","0","0","1","0","1","0","0","0","1","1","1","0","2"
"4103",5231000,3895,"1","0","0","1","1","1","0","0","1","1","1","1","0","2"
"4104",5232000,3895,"1","0","0","1","1","1","0","0","1","1","1","1","0","3"
"4105",5233000,3895,"1","0","1","1","1","1","0","1","0","1","1","1","0","2"
"4106",5234000,3895,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4107",5235000,3895,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"4108",5236000,3895,"1","0","0","0","0","0","0","0","0","0","1","1","1","1"
"4109",5237000,3895,"0","0","0","1","0","1","0","0","0","0","1","1","0","2"
"4110",5238000,3895,"0","0","0","1","1","0","0","1","0","1","1","1","0","2"
"4111",5239000,3895,"0","0","1","1","1","1","0","0","1","1","1","1","0","1"
"4112",5240000,3895,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"4113",5241000,3895,"0","0","0","1","1","0","0","1","1","1","1","1","0","2"
"4114",5242000,3895,"0","0","0","1","0","0","0","1","1","1","1","1","0","2"
"4115",5243000,3895,"1","0","0","1","0","1","0","0","0","1","1","1","1","2"
"4116",5244000,3895,"1","0","0","1","1","1","0","0","0","1","1","1","0","2"
"4117",5245000,3895,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"4118",5246000,3895,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"4119",5247000,3895,"1","0","0","1","0","0","0","0","0","1","1","1","0","1"
"4120",5248000,3895,"1","0","0","1","0","1","0","1","1","1","1","1","1","2"
"4121",5249000,3895,"0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"4122",5250000,3895,"1","1","1","1","1","1","0","1","1","1","1","1","0","3"
"4123",5251000,3895,"1","0","0","1","0","0","0","0","0","0","1","1","0","1"
"4124",5252000,3895,"1","0","1","1","1","1","0","1","1","1","1","1","0","3"
"4125",5253000,3895,"1","1","0","1","1","1","0","0","0","1","1","1","0","3"
"4126",5254000,3895,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4127",5255000,3895,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"4128",5256000,3895,"0","0","1","1","1","1","0","1","1","1","1","1","0","3"
"4129",5257000,3895,"1","1","0","1","1","1","0","1","1","1","1","1","0","2"
"4130",5258000,3895,"0","0","0","1","0","1","0","1","0","0","1","1","0","2"
"4131",5258100,3895,"0","0","0","1","0","1","0","0","0","0","1","1","0","3"
"4132",5260000,3895,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"4133",5261000,3895,"1","0","0","1","1","1","0","0","0","1","1","1","1","2"
"4134",5262000,3895,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"4135",5263000,357,"1","1","1","1","1","1","1","1","0","1","1","1","1","3"
"4136",5264000,357,"1","1","0","1","1","1","0","1","0","1","1","1","1","2"
"4137",5265000,357,"0","1","0","1","1","0","0","1","0","1","1","1","1","2"
"4138",5266000,357,"0","0","0","1","0","0","0","0","0","0","1","0","1","2"
"4139",5267000,357,"0","0","0","1","1","1","0","1","1","1","0","1","1","1"
"4140",5268000,357,"0","0","0","0","0","0","0","1","0","1","1","1","1","1"
"4141",5269000,357,"1","0","0","0","1","1","0","1","0","1","1","1","0","2"
"4142",5270000,357,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"4143",5272000,357,"1","0","0","0","1","1","0","1","0","1","1","1","1","1"
"4144",5273000,357,"0","0","0","0","1","1","0","1","1","1","1","1","1","1"
"4145",5274000,357,"1","0","0","1","1","1","0","1","0","1","1","1","0","3"
"4146",5275000,357,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"4147",5277000,357,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"4148",5278000,357,"1","0","0","0","1","0","0","0","0","0","1","1","1","2"
"4149",5279000,357,"1","0","0","1","1","1","0","1","0","1","1","1","0","2"
"4150",5281000,357,"1","1","1","1","1","1","0","1","0","1","1","1","1","3"
"4151",5284000,357,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4152",5285000,357,"1","0","1","1","1","1","0","1","1","1","0","1","1","2"
"4153",5288000,357,"0","0","0","1","1","1","0","0","0","1","1","0","1","3"
"4154",5289000,357,"0","0","0","0","1","1","0","1","0","1","1","1","1","3"
"4155",5290000,357,"0","0","0","1","1","1","0","1","1","1","1","0","0","2"
"4156",5291000,357,"0","0","1","1","1","1","0","1","0","1","1","1","1","2"
"4157",5292000,357,"0","0","0","1","1","1","0","0","0","0","1","0","0","2"
"4158",5294000,357,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"4159",5295000,357,"0","1","0","1","1","1","0","1","0","1","1","0","0","2"
"4160",5298000,357,"1","1","0","1","1","1","0","1","0","0","1","1","1","2"
"4161",5299000,357,"0","0","0","0","0","0","0","1","0","1","1","1","0","1"
"4162",5300000,357,"0","1","0","1","1","0","0","1","0","0","1","1","1","1"
"4163",5302000,357,"0","0","0","1","1","0","0","1","0","1","1","0","0","3"
"4164",5303000,357,"1","0","1","1","1","1","0","1","0","0","1","1","1","3"
"4165",5304000,357,"1","0","1","1","1","1","0","1","0","1","1","1","1","2"
"4166",5305000,357,"0","0","0","0","0","0","0","1","0","1","1","1","0","1"
"4167",5306000,357,"1","0","0","0","0","0","0","1","0","1","1","1","0","2"
"4168",5307000,357,"1","0","0","1","1","1","0","1","0","1","1","1","0","3"
"4169",5310000,357,"1","1","1","1","1","1","0","1","0","1","1","1","1","3"
"4170",5314000,357,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"4171",5315000,357,"0","0","0","1","1","0","0","0","0","0","1","1","0","1"
"4172",5317000,2330,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4173",5318000,2330,"1","0","0","1","0","1","0","0","0","1","1","1","1","1"
"4174",5319000,2330,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4175",5321000,2330,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4176",5323000,2330,"1","1","0","1","1","1","1","0","1","1","1","1","1","3"
"4177",5325000,2330,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4178",5326000,2330,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4179",5327000,2330,"0","0","0","0","1","1","0","1","1","1","1","1","1","2"
"4180",5328000,2330,"0","0","0","1","1","0","0","0","0","1","1","1","1","1"
"4181",5329000,2330,"0","0","0","1","0","1","0","0","0","0","1","1","0","2"
"4182",5331000,2330,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4183",5332000,2330,"1","0","0","1","0","0","0","1","1","1","1","1","1","1"
"4184",5333000,2330,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"4185",5334000,2330,"0","1","0","1","1","1","0","1","0","1","1","1","1","3"
"4186",5335000,2330,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"4187",5336000,2330,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4188",5337000,2330,"0","0","0","1","0","1","0","0","0","0","1","1","1","1"
"4189",5338000,2330,"1","1","1","1","1","1","0","0","0","1","1","1","1","2"
"4190",5340000,2330,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"4191",5341000,2330,"0","0","1","1","1","1","0","1","0","1","1","1","1","1"
"4192",5342000,2330,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4193",5344000,2330,"0","0","0","1","1","1","0","0","0","0","1","1","1","2"
"4194",5345000,2330,"1","0","0","1","1","1","0","0","0","0","1","1","1","3"
"4195",5346000,2330,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"4196",5347000,2330,"0","1","0","1","1","1","0","1","0","1","1","1","1","3"
"4197",5348000,2330,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4198",5349000,2330,"0","0","1","1","1","1","0","0","0","0","1","0","0","2"
"4199",5350000,2330,"0","0","0","1","1","1","0","0","0","0","1","1","1","1"
"4200",5351000,2330,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"4201",5353000,2330,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"4202",5354000,2330,"0","0","0","0","1","1","0","0","0","1","1","1","1","2"
"4203",5355000,2330,"0","0","0","1","0","1","0","0","0","1","1","0","0","1"
"4204",5356000,2330,"0","0","0","1","0","1","1","0","0","0","1","0","0","1"
"4205",5357000,2330,"0","0","0","1","1","1","0","0","0","1","1","0","0","1"
"4206",5359000,2330,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"4207",5360000,2330,"0","0","0","0","1","0","0","0","0","1","1","0","0","2"
"4208",5361000,2330,"0","0","1","1","1","1","0","0","0","0","0","0","0","1"
"4209",5363000,2330,"0","0","1","1","0","1","0","0","0","0","1","0","0","1"
"4210",5364000,2330,"0","0","0","1","0","0","0","0","0","1","0","0","0","1"
"4211",5365000,2330,"0","0","0","1","1","1","0","0","0","0","1","0","0","1"
"4212",5366000,2330,"0","0","0","1","0","1","0","0","0","0","1","0","0","1"
"4213",5367000,2330,"0","0","0","0","1","1","0","1","0","1","1","0","0","1"
"4214",5368000,2330,"0","0","0","1","1","1","0","1","0","1","1","0","0","1"
"4215",5369000,2330,"0","1","1","1","1","1","0","0","0","1","1","0","0","2"
"4216",5370000,2330,"0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"4217",5371000,1373,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"4218",5372000,1373,"1","1","1","1","1","1","0","1","1","1","1","1","1","1"
"4219",5373000,1373,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4220",5374000,1373,"0","0","0","0","0","1","0","1","0","1","1","1","1","2"
"4221",5376000,1373,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"4222",5377000,1373,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"4223",5378000,1373,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4224",5379000,1373,"1","0","0","1","1","1","0","1","1","1","1","1","0","3"
"4225",5380000,1373,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"4226",5381000,1373,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4227",5383000,1373,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4228",5384000,1373,"1","1","0","1","1","0","0","0","0","0","1","1","0","3"
"4229",5385000,1373,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"4230",5388000,1373,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4231",5389000,1373,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4232",5390000,1373,"0","0","1","1","1","1","0","0","0","1","1","1","1","2"
"4233",5391000,1373,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"4234",5392000,1373,"0","0","1","1","1","1","0","0","0","1","1","1","0","2"
"4235",5393000,1373,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4236",5394000,1373,"0","0","0","1","1","1","0","0","0","1","1","1","1","2"
"4237",5395000,1373,"0","1","0","1","1","0","0","1","0","1","1","1","1","2"
"4238",5396000,1373,"1","1","1","1","1","1","0","0","0","1","1","1","0","1"
"4239",5397000,1373,"0","0","0","1","0","1","0","0","0","1","1","1","0","1"
"4240",5398000,1373,"0","0","0","1","0","1","0","1","0","1","1","1","1","1"
"4241",5400000,1373,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"4242",5401000,1373,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4243",5402000,1373,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4244",5403000,1373,"0","1","0","1","1","0","0","0","0","0","1","1","0","3"
"4245",5404000,1373,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"4246",5408000,1373,"0","0","0","1","0","1","0","0","0","1","1","0","0","3"
"4247",5410000,1373,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4248",5411000,1373,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4249",5412000,1373,"0","1","1","1","1","1","0","1","0","1","1","1","1","2"
"4250",5413000,1373,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4251",5414000,1373,"1","0","0","1","1","1","0","1","1","1","1","1","0","3"
"4252",5415000,1373,"0","0","0","0","0","0","0","0","0","0","1","1","0","2"
"4253",5416000,1373,"1","0","0","0","0","0","0","0","1","1","1","0","0","1"
"4254",5417000,1373,"0","0","0","1","0","0","0","1","0","1","1","1","0","2"
"4255",5418000,1373,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4256",5419000,1373,"0","0","1","1","1","1","0","1","0","1","1","1","0","3"
"4257",5420000,1373,"0","0","0","1","1","1","0","1","1","1","1","0","1","3"
"4258",5421000,1373,"0","0","0","1","1","0","0","0","0","0","1","1","0","3"
"4259",5422000,1373,"0","0","1","1","1","1","0","0","0","0","1","0","0","2"
"4260",5423000,1373,"0","0","1","1","1","1","0","0","1","1","1","1","0","2"
"4261",5425000,6991,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4262",5426000,6991,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4263",5427000,6991,"0","1","0","1","1","1","0","0","0","0","1","1","1","2"
"4264",5428000,6991,"0","1","0","1","1","0","0","1","1","1","1","1","1","3"
"4265",5428100,6991,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4266",5429000,6991,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4267",5430000,6991,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4268",5431000,6991,"0","1","0","1","1","1","0","1","1","0","1","1","1","2"
"4269",5432000,6991,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"4270",5433000,6991,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4271",5434000,3006,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4272",5435000,3006,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"4273",5438000,3006,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"4274",5439000,3006,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4275",5441000,3006,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4276",5442000,3006,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4277",5443000,9791,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4278",5444000,9791,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4279",5445000,9791,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4280",5446000,9791,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4281",5447000,9791,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4282",5448000,9791,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4283",5449000,9791,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4284",5452000,6036,"0","0","0","1","1","0","0","1","0","0","1","1","1","2"
"4285",5454000,6036,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4286",5455000,6036,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"4287",5456000,6036,"0","1","0","0","0","0","0","1","1","1","1","1","1","3"
"4288",5457000,6036,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4289",5458000,6036,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4290",5459000,6036,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4291",5459100,6036,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4292",5460000,6036,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4293",5461000,5367,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4294",5462000,5367,"0","1","0","1","1","1","0","1","0","0","1","1","1","1"
"4295",5462100,5367,"0","1","0","1","1","1","1","0","0","0","1","1","1","1"
"4296",5463000,5367,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4297",5466000,5367,"0","1","1","1","1","1","1","1","0","0","1","1","0","2"
"4298",5467000,5367,"0","1","0","1","1","1","0","1","1","0","1","1","1","2"
"4299",5468000,5367,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4300",5470000,4633,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4301",5471000,4633,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4302",5473000,4633,"0","0","0","1","1","1","1","1","1","1","1","1","1","3"
"4303",5474000,4633,"0","1","0","1","1","1","0","0","0","0","1","1","0","3"
"4304",5475000,4633,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4305",5476000,4633,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4306",5478000,4633,"0","1","1","1","1","1","0","0","0","0","1","1","0","2"
"4307",5479000,4633,"0","1","0","1","1","1","0","0","0","0","1","1","1","1"
"4308",5480000,4633,"0","1","0","1","0","1","0","0","0","0","1","1","1","3"
"4309",5481000,4633,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4310",5482000,4633,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4311",5483000,4633,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4312",5484000,4633,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"4313",5485000,4633,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"4314",5486000,4633,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"4315",5486100,4633,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4316",5486200,4633,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4317",5486300,4633,"0","0","0","0","1","0","0","1","0","1","1","1","1","1"
"4318",5489000,2261,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4319",5490000,2261,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4320",5491000,2261,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"4321",5495000,2261,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4322",5496000,2261,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4323",5496100,2261,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4324",5497000,2224,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4325",5497100,2224,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4326",5498000,2224,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4327",5500000,2224,"0","1","0","1","1","1","1","1","1","1","1","1","1","3"
"4328",5501000,2224,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"4329",5502000,2224,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4330",5503000,2224,"0","0","0","1","1","1","1","1","1","1","1","1","1","3"
"4331",5504000,2224,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4332",5505000,2224,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4333",5506000,1632,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4334",5507000,1632,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"4335",5509000,1632,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4336",5510000,1632,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4337",5511000,1632,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4338",5512000,1632,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4339",5514000,1632,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"4340",5515000,1627,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4341",5517000,1627,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4342",5518000,1627,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4343",5520000,1627,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4344",5520100,1627,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4345",5521000,1627,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4346",5521100,1627,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4347",5521200,1627,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"4348",5523000,1627,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4349",5525000,1489,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"4350",5526000,1489,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4351",5530000,1489,"1","1","0","1","1","1","1","1","1","1","1","1","1","3"
"4352",5531000,1489,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4353",5532000,1489,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4354",5533000,1979,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4355",5534100,1979,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4356",5535000,1979,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4357",5536000,1979,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4358",5537000,1979,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4359",5538000,1979,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"4360",5539000,1979,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4361",5540000,1979,"0","0","0","1","0","0","0","1","1","1","1","1","1","3"
"4362",5541000,1979,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4363",5542000,1979,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4364",5543000,1979,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4365",5544000,1979,"0","0","0","1","1","1","1","1","1","1","1","1","1","3"
"4366",5545000,1979,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4367",5548000,1979,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4368",5549000,1979,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4369",5551000,2976,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4370",5552000,2976,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4371",5554000,2976,"0","1","0","0","1","1","1","1","1","1","1","1","1","1"
"4372",5555000,2976,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"4373",5556000,2976,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4374",5557000,2976,"1","1","0","1","1","1","1","1","1","1","1","1","1","1"
"4375",5558000,2976,"0","0","0","0","1","1","0","1","1","1","1","1","1","2"
"4376",5559000,2976,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"4377",5560000,2514,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4378",5560100,2514,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"4379",5561000,2514,"1","1","0","1","1","1","0","1","1","0","1","1","1","1"
"4380",5562000,2514,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4381",5562100,2514,"1","1","0","1","1","1","0","1","0","1","1","1","1","1"
"4382",5562200,2514,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4383",5563000,2514,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4384",5563100,2514,"0","1","0","1","1","1","1","1","1","1","1","1","1","1"
