"","folio","factor_b2","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"351",465000,1452,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"352",466000,1452,"1","1","0","1","1","1","1","1","1","1","1","1","0","2"
"353",467000,1452,"1","0","0","1","0","0","0","1","0","1","1","1","0","1"
"354",468000,1452,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"355",469000,1452,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"356",470000,1452,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"357",471000,1452,"1","0","0","1","1","1","0","1","1","0","1","1","0","1"
"358",472000,1452,"0","0","0","0","1","0","0","0","0","0","1","1","0","1"
"359",475000,1452,"0","0","0","1","0","1","0","1","1","1","1","1","0","1"
"360",476000,1452,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"361",477000,1452,"1","0","0","1","1","1","0","1","1","1","1","1","0","3"
"362",478000,1452,"0","0","0","1","0","1","0","0","0","0","1","1","0","1"
"363",479000,1452,"0","0","0","1","0","1","0","1","0","0","1","1","0","1"
"364",483000,1452,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"365",485000,1452,"0","0","0","1","1","1","0","1","0","1","1","0","0","1"
"366",486000,1452,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"367",487000,1452,"1","0","0","1","1","1","0","1","1","1","1","0","0","1"
"368",488000,1452,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"369",489000,1452,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"370",490000,1452,"1","0","0","0","1","0","0","1","1","0","1","0","0","1"
"371",493000,1452,"1","0","0","1","1","0","0","1","1","1","1","1","0","2"
"372",494000,1452,"1","0","0","1","1","1","0","1","1","0","1","1","0","3"
"373",495000,1452,"1","1","0","1","1","1","0","1","1","1","1","1","0","2"
"374",496000,1452,"1","0","0","1","1","1","0","1","1","0","1","1","0","2"
"375",497000,1452,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"376",499000,1452,"1","0","0","1","1","1","0","1","1","1","1","0","0","3"
"377",5e+05,1452,"1","0","0","1","1","1","0","1","1","0","1","0","0","1"
"378",501000,1452,"1","0","1","1","1","1","0","1","1","1","1","1","0","3"
"379",502000,1452,"1","0","0","1","1","1","0","1","1","0","1","0","0","1"
"380",504000,2471,"1","0","0","0","1","0","0","0","0","0","1","0","0","1"
"381",505000,2471,"1","1","0","0","1","0","0","1","1","0","1","0","0","3"
"382",506000,2471,"1","0","0","0","0","1","0","0","0","0","1","0","0","1"
"383",508000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"384",509000,2471,"1","0","0","0","1","0","0","0","0","0","1","0","0","2"
"385",512000,2471,"1","0","0","0","0","0","0","1","1","0","1","0","0","2"
"386",513000,2471,"1","0","0","0","1","1","0","0","0","0","1","0","0","1"
"387",514000,2471,"1","0","0","1","1","1","0","1","0","1","1","0","0","2"
"388",515000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"389",516000,2471,"1","0","0","1","0","1","0","0","0","0","1","0","0","2"
"390",518000,2471,"1","0","0","0","1","0","0","1","1","0","1","0","0","3"
"391",519000,2471,"1","0","0","1","1","0","0","1","1","0","1","0","0","2"
"392",520000,2471,"0","1","0","1","0","0","0","0","0","0","1","0","0","1"
"393",521000,2471,"0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"394",522000,2471,"1","0","0","0","0","0","0","0","0","1","1","0","0","1"
"395",523000,2471,"1","0","0","1","0","0","0","0","0","0","1","0","0","3"
"396",524000,2471,"1","0","0","1","0","0","0","0","0","0","1","0","0","1"
"397",525000,2471,"1","0","0","0","1","1","0","1","0","1","1","0","0","1"
"398",526000,2471,"1","0","0","1","1","1","0","1","1","1","1","0","0","3"
"399",527000,2471,"1","0","0","0","1","0","0","0","0","0","1","0","0","3"
"400",528000,2471,"1","0","0","1","0","1","0","0","0","1","1","0","0","1"
"401",529000,2471,"1","0","0","0","0","0","0","0","0","1","1","0","0","1"
"402",530000,2471,"1","0","0","1","1","1","1","0","0","1","1","0","0","1"
"403",531000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"404",532000,2471,"1","0","0","1","0","1","0","0","1","0","1","0","0","1"
"405",533000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"406",535000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"407",536000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","2"
"408",537000,2471,"1","0","0","1","0","0","0","0","0","0","1","0","0","1"
"409",538000,2471,"1","0","0","1","0","0","0","0","0","0","1","0","0","1"
"410",540000,2471,"1","0","0","1","0","0","0","0","0","0","1","0","0","2"
"411",542000,2471,"1","0","0","1","0","1","0","1","1","0","1","0","0","1"
"412",544000,2471,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"413",545000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"414",546000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"415",547000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"416",549000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"417",550000,2471,"1","0","1","0","0","0","0","1","0","0","1","0","0","1"
"418",551000,2471,"1","0","0","0","0","0","0","1","0","1","1","0","0","1"
"419",552000,2471,"1","0","0","0","0","0","0","1","0","0","1","0","0","1"
"420",553000,2471,"1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"421",554000,2471,"1","0","0","0","0","0","0","1","0","0","1","0","0","1"
"422",556000,2471,"1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"423",557000,2471,"1","0","0","0","0","0","0","1","0","0","1","0","0","1"
"424",558000,574,"0","1","0","1","1","0","0","1","1","0","1","1","1","1"
"425",559000,574,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"426",560000,574,"0","1","0","1","1","1","0","1","0","0","1","1","1","2"
"427",561000,574,"1","1","0","0","0","0","0","1","1","0","1","1","0","1"
"428",562000,574,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"429",563000,574,"1","0","0","0","1","0","0","0","0","0","1","1","0","1"
"430",564000,574,"0","0","0","0","1","1","0","1","1","1","1","1","0","1"
"431",565000,574,"0","0","0","1","1","1","0","1","1","0","1","1","0","2"
"432",566000,574,"0","1","0","1","1","1","0","1","1","0","1","1","0","2"
"433",567000,574,"0","0","0","1","1","0","0","1","0","0","1","1","1","1"
"434",568000,574,"0","0","0","0","1","0","0","0","0","0","0","1","0","1"
"435",569000,574,"0","0","0","1","0","1","0","0","0","0","0","1","0","1"
"436",572000,574,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"437",574000,574,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"438",575000,574,"0","0","0","1","0","0","0","1","1","1","0","1","0","1"
"439",577000,574,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"440",579000,574,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"441",580000,574,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"442",581000,574,"0","0","1","1","0","1","0","1","1","1","1","1","0","2"
"443",583000,574,"0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"444",586000,574,"1","0","0","1","1","0","0","0","1","1","1","1","0","2"
"445",587000,574,"0","0","0","0","1","1","0","0","0","0","1","1","0","2"
"446",588000,574,"0","1","0","1","1","0","0","0","0","0","1","1","0","2"
"447",589000,574,"1","0","0","0","0","0","0","0","0","0","1","1","0","2"
"448",591000,574,"1","0","0","0","1","0","0","1","1","0","1","1","0","2"
"449",592000,574,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"450",593000,574,"1","0","0","1","1","0","0","0","0","0","1","1","0","1"
"451",594000,574,"1","0","0","0","1","0","0","1","0","0","1","1","0","1"
"452",595000,574,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"453",596000,574,"1","1","0","1","1","1","0","1","1","0","1","1","0","2"
"454",597000,574,"0","0","0","0","1","1","0","0","0","0","1","1","0","2"
"455",598000,574,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"456",599000,574,"1","0","0","1","0","0","0","1","0","0","1","1","1","1"
"457",6e+05,574,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"458",601000,574,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"459",602000,574,"0","0","0","0","0","1","0","1","0","1","1","1","1","2"
"460",603000,574,"0","0","0","0","0","0","0","1","1","0","1","1","1","2"
"461",604000,574,"1","0","0","0","0","0","0","0","0","0","0","1","0","2"
"462",605000,574,"1","0","0","0","1","1","0","1","1","1","1","1","1","1"
"463",606000,574,"1","0","0","1","1","0","0","1","1","0","1","1","1","2"
"464",607000,574,"0","0","0","1","1","0","0","1","1","1","1","1","1","3"
"465",608000,574,"0","0","0","1","0","0","0","1","0","1","1","1","1","1"
"466",609000,574,"1","0","0","1","0","1","0","1","1","1","1","1","1","2"
"467",610000,574,"0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"468",611000,574,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"469",612000,1554,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"470",613000,1554,"0","1","0","1","1","1","1","1","1","0","1","1","0","1"
"471",614000,1554,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"472",615000,1554,"1","0","1","1","1","1","1","1","1","0","1","1","1","2"
"473",616000,1554,"1","1","1","1","1","1","0","1","1","1","1","1","0","1"
"474",617000,1554,"1","0","0","1","1","1","0","1","1","0","1","1","1","2"
"475",618000,1554,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"476",619000,1554,"1","1","0","1","1","1","0","1","1","0","1","0","1","2"
"477",620000,1554,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"478",621000,1554,"0","1","0","1","1","1","0","1","1","0","1","1","0","2"
"479",622000,1554,"1","1","0","1","1","1","0","1","1","0","1","1","1","2"
"480",623000,1554,"0","1","0","1","0","1","0","1","1","1","1","1","1","2"
"481",624000,1554,"1","0","0","1","1","0","0","1","1","0","1","1","1","1"
"482",625000,1554,"1","0","0","1","1","1","0","1","1","0","1","1","0","2"
"483",626000,1554,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"484",627000,1554,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"485",628000,1554,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"486",629000,1554,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"487",630000,1554,"0","0","0","1","0","1","0","1","0","1","1","1","1","1"
"488",631000,1554,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"489",633000,1554,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"490",634000,1554,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"491",635000,1554,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"492",636000,1554,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"493",637000,1554,"1","1","0","1","1","1","0","1","0","1","1","1","1","1"
"494",638000,1554,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"495",638100,1554,"0","0","0","0","1","1","0","1","1","1","1","1","1","1"
"496",639000,1554,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"497",640000,1554,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"498",641000,1554,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"499",642000,1554,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"500",644000,1554,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"501",646000,1554,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"502",647000,1554,"1","0","0","1","1","1","0","1","0","1","1","1","1","3"
"503",648000,1554,"1","0","1","1","1","1","0","1","0","1","1","1","1","2"
"504",651000,1554,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"505",654000,1554,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"506",666000,1855,"0","0","0","1","1","1","0","1","0","1","1","0","1","1"
"507",667000,1855,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"508",668000,1855,"0","0","0","0","1","1","0","1","1","1","1","1","1","3"
"509",669000,1855,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"510",671000,1855,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"511",672000,1855,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"512",673000,1855,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"513",674000,1855,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"514",675000,1855,"0","0","0","0","1","1","0","0","0","1","1","1","1","1"
"515",676000,1855,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"516",679000,1855,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"517",680000,1855,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"518",681000,1855,"1","0","1","1","1","1","0","1","0","1","1","1","1","2"
"519",682000,1855,"0","1","0","0","1","1","0","0","0","1","1","1","0","1"
"520",683000,1855,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"521",684000,3072,"1","0","1","1","1","1","1","1","0","1","1","1","1","2"
"522",685000,3072,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"523",686000,3072,"0","0","0","1","1","0","0","1","0","1","1","1","1","1"
"524",687000,3072,"0","1","0","1","1","1","0","0","0","1","1","1","1","1"
"525",688000,3072,"0","0","1","1","1","1","0","1","0","1","1","1","0","3"
"526",689000,3072,"0","1","0","1","1","1","0","0","0","1","1","1","1","1"
"527",692000,3072,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"528",693000,1218,"0","0","0","1","1","1","1","1","0","1","1","1","1","2"
"529",694000,1218,"0","0","1","1","1","1","0","1","0","1","1","1","1","1"
"530",695000,1218,"0","0","1","1","1","1","1","1","0","1","1","1","1","2"
"531",696000,1218,"0","1","1","1","1","1","0","1","0","1","1","1","1","1"
"532",697000,1218,"0","1","1","1","1","1","1","1","0","1","1","1","1","2"
"533",698000,1218,"0","0","1","1","1","1","1","1","0","1","1","1","1","3"
"534",699000,1218,"0","0","0","0","1","1","0","0","0","1","1","1","1","1"
"535",7e+05,1218,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"536",701000,1218,"0","1","1","1","1","1","0","1","0","1","1","1","1","3"
"537",702000,1356,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"538",703000,1356,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"539",704000,1356,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"540",705000,1356,"0","0","0","1","1","1","1","1","0","1","1","1","1","2"
"541",706000,1356,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"542",707000,1356,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"543",708000,1356,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"544",709000,1356,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"545",710000,1356,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"546",711000,1522,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"547",712000,1522,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"548",713000,1522,"0","1","1","1","1","1","1","1","0","1","1","1","1","3"
"549",714000,1522,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"550",715000,1522,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"551",717000,1522,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"552",718000,1522,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"553",719000,1522,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"554",720000,2232,"0","0","0","1","1","1","1","1","0","1","1","1","1","1"
"555",721000,2232,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"556",722000,2232,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"557",723000,2232,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"558",724000,2232,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"559",725000,2232,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"560",726000,2232,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"561",728000,2232,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"562",729000,1277,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"563",731000,1277,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"564",733000,1277,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"565",734000,1277,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"566",736000,1277,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"567",737000,1277,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"568",738000,1811,"0","0","0","0","0","0","0","0","0","0","1","0","1","1"
"569",739000,1811,"0","0","0","0","0","0","0","1","0","1","1","0","1","1"
"570",741000,1811,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"571",742000,1811,"0","0","0","0","1","1","0","1","0","0","1","0","1","1"
"572",743000,1811,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"573",744000,1811,"1","0","0","1","1","1","1","1","1","1","1","1","1","2"
"574",745000,1811,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"575",746000,1811,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"576",747000,1811,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"577",747100,1811,"0","0","0","1","0","1","0","1","1","1","1","1","1","1"
"578",748000,1811,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"579",749000,1811,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"580",750000,1811,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"581",751000,1811,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"582",752000,1811,"0","0","0","0","1","1","0","0","0","0","1","1","0","1"
"583",753000,1811,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"584",754000,1811,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"585",757000,1920,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"586",760000,1920,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"587",761000,1920,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"588",764000,1920,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"589",765000,2234,"0","1","0","1","1","1","0","1","0","1","1","1","1","3"
"590",766000,2234,"0","0","1","1","1","1","0","1","1","1","0","1","1","3"
"591",767000,2234,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"592",770000,2234,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"593",771000,2234,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"594",772000,2234,"0","1","0","1","1","0","0","1","0","1","1","1","1","2"
"595",773000,2234,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"596",774000,1942,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"597",775000,1942,"0","0","0","1","1","1","0","0","0","0","1","0","0","1"
"598",776000,1942,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"599",777000,1942,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"600",779000,1942,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"601",781000,1942,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"602",783000,2357,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"603",784000,2357,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"604",784100,2357,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"605",785000,2357,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"606",786000,2357,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"607",787000,2357,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"608",788000,2357,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"609",790000,2357,"0","1","1","1","1","1","0","0","0","1","1","1","0","2"
"610",791000,2357,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
