"","folio","foliow1","fac_2l","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"7035","08727000","08727000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7036","08728000","08728000",1787,"0","1","0","1","1","1","0","0","0","1","1","1","1","3"
"7037","08728004","08728000",1787,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"7038","08730000","08730000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7039","08731000","08731000",1787,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"7040","08731002","08731000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"7041","08732000","08732000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7042","08735000","08735000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7043","08737000","08737000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7044","08739000","08739000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7045","08740000","08740000",1787,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7046","08740003","08740000",1787,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"7047","08741000","08741000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7048","08744000","08744000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7049","08746000","08746000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7050","08747000","08747000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7051","08748000","08748000",1787,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"7052","08749000","08749000",1787,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7053","08750000","08750000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"7054","08751000","08751000",1787,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"7055","08751010","08751000",1787,"0","0","0","0","1","0","0","0","0","1","1","1","1","1"
"7056","08752000","08752000",1787,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"7057","08754000","08754000",1787,"0","1","0","1","1","1","0","1","1","1","0","1","1","2"
"7058","08755000","08755000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"7059","08756000","08756000",1787,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7060","08757000","08757000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7061","08759000","08759000",1787,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"7062","08761000","08761000",1787,"0","1","0","1","1","1","1","1","0","1","1","1","1","2"
"7063","08762000","08762000",1787,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7064","08763000","08763000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7065","08764000","08764000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7066","08765000","08765000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7067","08766000","08766000",1787,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"7068","08767000","08767000",1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7069","08768000","08768000",1787,"0","0","1","1","1","0","0","1","1","1","1","1","1","3"
"7070","08770000","08770000",1787,"0","1","1","1","1","1","0","1","1","1","0","0","1","3"
"7071","08771000","08771000",1787,"0","0","0","1","1","1","0","0","0","1","1","1","1","2"
"7072","08774000","08774000",1787,"0","0","0","1","1","1","0","0","1","1","1","1","0","2"
"7073","08774003","08774000",1787,"0","0","1","1","1","0","0","1","1","1","1","1","1","3"
"7074","08776000","08776000",1787,"0","0","0","0","0","0","0","1","1","1","1","1","1","2"
"7075","08777000","08777000",1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7076","08778000","08778000",1787,"0","0","1","1","1","1","0","0","1","1","1","1","1","3"
"7077","08778003","08778000",1787,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7078","08779000","08779000",967,"0","1","1","1","1","0","0","0","0","1","0","1","0","2"
"7079","08780000","08780000",967,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"7080","08782000","08782000",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","2"
"7081","08786000","08786000",967,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"7082","08787000","08787000",967,"0","1","1","1","1","1","1","0","1","1","1","1","1","2"
"7083","08790000","08790000",967,"0","1","1","1","1","1","0","0","0","1","1","1","1","3"
"7084","08794000","08794000",967,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"7085","08796000","08796000",967,"1","0","0","1","1","1","0","0","0","1","1","1","1","1"
"7086","08797000","08797000",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7087","08798000","08798000",967,"1","0","0","1","1","1","0","0","0","1","1","1","1","3"
"7088","08800000","08800000",967,"1","1","0","1","1","1","0","0","0","1","1","1","1","2"
"7089","08801000","08801000",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","1"
"7090","08802000","08802000",967,"1","0","0","1","1","1","0","0","1","1","1","1","1","3"
"7091","08803000","08803000",967,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"7092","08805000","08805000",967,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7093","08807000","08807000",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7094","08807001","08807000",967,"0","0","0","1","0","1","0","1","1","1","1","1","1","1"
"7095","08809000","08809000",967,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"7096","08811000","08811000",967,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"7097","08812000","08812000",967,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7098","08813000","08813000",967,"1","1","1","1","1","1","1","0","1","1","1","1","1","2"
"7099","08814000","08814000",967,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7100","08815000","08815000",967,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7101","08815003","08815000",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","2"
"7102","08815004","08815000",967,"1","0","1","1","1","0","1","0","0","1","1","1","0","2"
"7103","08816000","08816000",967,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"7104","08816100","08816100",967,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"7105","08817000","08817000",967,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"7106","08819000","08819000",967,"0","1","1","1","1","1","0","0","1","1","1","1","1","2"
"7107","08820000","08820000",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","2"
"7108","08820003","08820000",967,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"7109","08823000","08823000",967,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"7110","08824000","08824000",967,"0","0","1","1","1","1","0","0","1","1","1","1","1","1"
"7111","08824003","08824000",967,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"7112","08825000","08825000",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","2"
"7113","08826000","08826000",967,"0","0","1","1","1","1","0","1","0","1","1","1","1","1"
"7114","08828000","08828000",967,"0","0","1","0","0","0","0","0","0","1","0","1","0","1"
"7115","08829000","08829000",967,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"7116","08831000","08831000",967,"0","0","0","1","1","1","1","0","0","1","1","1","1","2"
"7117","08832000","08832000",967,"0","0","0","1","1","1","1","0","0","1","1","1","1","1"
"7118","08832100","08832100",967,"0","0","1","1","1","1","0","0","0","1","1","1","1","2"
"7119","08834000","08834000",908,"1","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7120","08835000","08835000",908,"1","0","0","1","1","0","0","0","1","0","1","1","0","1"
"7121","08837000","08837000",908,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"7122","08838000","08838000",908,"1","0","1","1","1","1","0","0","1","1","1","1","1","2"
"7123","08839000","08839000",908,"0","0","1","1","1","1","0","0","1","1","1","1","1","1"
"7124","08840000","08840000",908,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"7125","08841000","08841000",908,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"7126","08842000","08842000",908,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7127","08843000","08843000",908,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"7128","08844000","08844000",908,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"7129","08845000","08845000",908,"1","0","0","1","1","1","0","0","1","1","1","1","1","2"
"7130","08846000","08846000",908,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7131","08847000","08847000",908,"0","1","0","1","1","1","0","0","1","0","1","1","0","3"
"7132","08848000","08848000",908,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7133","08849000","08849000",908,"0","0","0","0","1","0","0","1","1","0","1","1","0","1"
"7134","08850000","08850000",908,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"7135","08851000","08851000",908,"0","0","0","1","1","1","0","0","1","0","1","1","0","2"
"7136","08852000","08852000",908,"0","0","0","1","1","1","0","0","1","1","1","1","0","2"
"7137","08853000","08853000",908,"1","0","0","1","1","1","0","0","1","1","1","1","1","2"
"7138","08854000","08854000",908,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7139","08855000","08855000",908,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"7140","08856000","08856000",908,"0","0","0","1","1","1","0","0","1","0","1","1","0","1"
"7141","08857000","08857000",908,"0","0","0","1","1","1","0","0","1","1","1","1","0","1"
"7142","08858000","08858000",908,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7143","08859000","08859000",908,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"7144","08860000","08860000",908,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7145","08861000","08861000",908,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7146","08862000","08862000",908,"0","0","0","1","1","1","0","0","1","1","1","1","0","2"
"7147","08863000","08863000",908,"1","1","0","1","1","1","0","0","1","1","1","1","1","2"
"7148","08865000","08865000",908,"0","0","1","1","1","1","0","0","1","1","1","1","0","2"
"7149","08866000","08866000",908,"1","0","0","1","1","1","0","1","1","1","1","1","0","1"
"7150","08867000","08867000",908,"0","0","0","1","1","1","1","0","1","1","1","1","1","1"
"7151","08868000","08868000",908,"0","0","0","1","1","1","1","1","1","1","1","1","1","3"
"7152","08869000","08869000",908,"1","0","0","1","1","1","0","0","1","1","1","1","1","2"
"7153","08870000","08870000",908,"0","1","1","1","1","1","0","0","1","1","1","1","0","3"
"7154","08871000","08871000",908,"0","0","1","1","1","1","0","0","1","1","1","1","0","2"
"7155","08871003","08871000",908,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"7156","08872000","08872000",908,"0","0","0","1","1","1","0","0","1","1","1","1","1","3"
"7157","08873000","08873000",908,"0","1","0","1","1","1","1","0","0","1","1","1","0","1"
"7158","08874000","08874000",908,"0","1","1","1","1","1","0","0","1","1","1","1","1","3"
"7159","08875000","08875000",908,"0","0","0","1","1","1","0","0","1","1","1","1","1","2"
"7160","08875003","08875000",908,"0","1","0","1","1","1","0","0","1","1","1","1","1","1"
"7161","08876000","08876000",908,"0","0","1","1","1","1","0","0","1","1","1","1","1","3"
"7162","08877000","08877000",908,"0","0","1","1","1","1","0","0","1","1","1","1","1","3"
"7163","08878000","08878000",908,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7164","08879000","08879000",908,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"7165","08879003","08879000",908,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"7166","08880000","08880000",908,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7167","08882000","08882000",908,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7168","08883000","08883000",908,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"7169","08884000","08884000",908,"0","1","0","1","1","1","0","1","1","1","1","1","0","2"
"7170","08885000","08885000",908,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7171","08886000","08886000",908,"0","0","1","1","1","1","0","0","1","1","1","1","0","2"
"7172","08886003","08886000",908,"0","1","0","1","1","1","0","0","1","0","1","1","0","1"
"7173","08888000","08888000",1227,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7174","08889000","08889000",1227,"0","1","1","1","1","1","0",NA,NA,NA,NA,"0","1","1"
"7175","08889004","08889000",1227,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"7176","08890000","08890000",1227,"1","0","1","1","1","1","0","0","0","1","1","1","1","2"
"7177","08891000","08891000",1227,"1","0","1","1","1","1","0","0","1","1","1","1","1","3"
"7178","08892000","08892000",1227,"0","0","1","1","1","1","0","0","1","1","1","0","1","1"
"7179","08894000","08894000",1227,"0","1","1","1","1","1","0","1","1","1","1","0","1","2"
"7180","08895000","08895000",1227,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7181","08897000","08897000",1227,"1","0","1","1","1","1","0","0","0","1","1","1","1","1"
"7182","08899000","08899000",1227,"1","0","1","1","1","1","0","0","1","1","1","0","1","3"
"7183","08900000","08900000",1227,"1","0","1","1","1","0","0","0","1","1","1","1","1","1"
"7184","08900002","08900000",1227,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"7185","08902000","08902000",1227,"1","0","1","1","1","1","1","0","1","1","1","0","1","1"
"7186","08903000","08903000",1227,"0","0","1","1","1","1","0","0","0","1","1","1","1","1"
"7187","08904000","08904000",1227,"0","1","0","1","1","1","0","0","1","0","1","0","1","2"
"7188","08907000","08907000",1227,"0","0","0","0","1","1","0","0","1","1","1","1","1","2"
"7189","08909000","08909000",1227,"0","0","0","1","1","1","0","0","1","0","0","0","0","2"
"7190","08910000","08910000",1227,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7191","08911000","08911000",1227,"1","0","0","1","1","1","0","0","1","1","1","0","1","1"
"7192","08913000","08913000",1227,"1","0","0","1","1","1","0","0","0","1","1","1","1","3"
"7193","08914000","08914000",1227,"1","0","1","1","1","1","0","0","1","1","1","0","1","2"
"7194","08917000","08917000",1227,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7195","08918000","08918000",1227,"1","0","1","1","1","1","0","0","0","1","1","1","1","2"
"7196","08920000","08920000",1227,"1","0","0","1","1","1","0","0","1","1","1","0","1","2"
"7197","08921000","08921000",1227,"0","0","1","1","1","1","0","0","0","1","1","1","1","1"
"7198","08923000","08923000",1227,"1","1","1","1","1","1","0","0","0","0","1","1","0","3"
"7199","08924000","08924000",1227,"1","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7200","08926000","08926000",1227,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"7201","08927000","08927000",1227,"1","0","0","1","1","1","0","0","1","1","1","1","0","3"
"7202","08928000","08928000",1227,"1","0","0","1","1","1","0","0","0","0","1","1","0","1"
"7203","08929000","08929000",1227,"1","0","1","1","1","1","0","0","0","1","1","1","0","2"
"7204","08933000","08933000",1227,"1","0","0","1","1","0","0","0","1","0","1","0","0","3"
"7205","08934000","08934000",1227,"1","0","0","1","1","1","0","0","0","1","1","1","1","2"
"7206","08935000","08935000",1227,"1","0","0","1","1","1","0","0","0","1","1","1","0","1"
"7207","08941000","08941000",596,"0","1","0","1","1","1","0","0","0","0","1","1","1","2"
"7208","08942000","08942000",596,"0","1","0","1","1","1","0","0","0","1","1","1","1","1"
"7209","08943000","08943000",596,"0","1","0","1","1","1","0","0","0","0","1","1","0","2"
"7210","08944000","08944000",596,"0","1","0","1","1","1","0","0","0","0","1","1","1","1"
"7211","08945000","08945000",596,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"7212","08945100","08945100",596,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"7213","08946000","08946000",596,"0","1","0","1","1","1","0","0","1","0","1","1","0","1"
"7214","08947000","08947000",596,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"7215","08949000","08949000",596,"1","1","1","1","1","1","0","1","0","1","1","1","1","2"
"7216","08950000","08950000",596,"1","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7217","08951000","08951000",596,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"7218","08952000","08952000",596,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"7219","08953000","08953000",596,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"7220","08954000","08954000",596,"1","1","0","1","1","1","0","0","0","1","1","1","1","2"
"7221","08956000","08956000",596,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"7222","08957000","08957000",596,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"7223","08958000","08958000",596,"0","1","0","1","1","1","0","0","1","1","1","1","0","3"
"7224","08959000","08959000",596,"1","1","0","1","1","1","0","0","1","0","1","1","0","2"
"7225","08959003","08959000",596,"0","0","1","1","1","1","0","0","0","1","1","1","1","1"
"7226","08960000","08960000",596,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"7227","08962000","08962000",596,"0","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7228","08963000","08963000",596,"1","1","0","1","1","1","0","0","1","0","1","1","0","3"
"7229","08964000","08964000",596,"1","1","0","1","1","1","0","0","1","1","1","1","0","3"
"7230","08965000","08965000",596,"0","1","1","1","1","1","0","0","1","1","1","1","1","1"
"7231","08965100","08965100",596,"0","1","0","1","1","1","0","0","1","1","1","1","1","1"
"7232","08966000","08966000",596,"1","1","0","1","1","1","0","0","0","1","1","1","1","3"
"7233","08968000","08968000",596,"1","1","0","1","1","1","0","0","1","1","1","1","1","2"
"7234","08969000","08969000",596,"0","0","0","1","1","1","0","0","1","1","1","1","1","2"
"7235","08970000","08970000",596,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"7236","08972000","08972000",596,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7237","08973000","08973000",596,"0","1","0","0","1","0","0","0","1","1","0","1","1","2"
"7238","08974000","08974000",596,"1","1","0","1","1","1","0","0","0","1","1","1","0","3"
"7239","08974005","08974000",596,"0","1","0","1","0","0","0","0","0","1","1","1","1","3"
"7240","08975000","08975000",596,"0","1","0","0","1","1","0","0","0","1","1","1","0","2"
"7241","08976000","08976000",596,"1","1","0","1","1","1","0","0","0","1","1","1","1","2"
"7242","08977000","08977000",596,"0","1","0","1","1","0","0","0","1","1","1","1","1","2"
"7243","08979000","08979000",596,"0","1","0","1","1","1","0","0","1","1","1","1","0","2"
"7244","08980000","08980000",596,"1","1","1","1","1","1","1","0","1","0","1","1","1","2"
"7245","08981000","08981000",596,"1","1","0","1","0","1","0","0","1","0","1","1","0","3"
"7246","08982000","08982000",596,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7247","08982004","08982000",596,"0","1","0","1","1","1","0","0","1","1","1","1","1","1"
"7248","08982005","08982000",596,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"7249","08983000","08983000",596,"1","1","1","1","1","0","0","0","1","1","1","1","1","1"
"7250","08984000","08984000",596,"1","0","0","1","1","1","0","0","0","1","1","1","1","2"
"7251","08986000","08986000",596,"1","1","1","1","1","1","0","0","1","1","1","1","1","3"
"7252","08987000","08987000",596,"1","1","1","1","1","1","0","0","1","1","1","1","1","3"
"7253","08988000","08988000",596,"1","0","0","1","0","1","0","0","0","1","1","1","1","1"
"7254","08990000","08990000",596,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"7255","08991000","08991000",596,"0","1","0","1","0","0","0","0","0","1","1","1","1","1"
"7256","08992000","08992000",596,"1","1","1","1","1","1","0","0","1","1","1","1","1","3"
"7257","08992003","08992000",596,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7258","08993000","08993000",596,"1","1","1","1","1","1","0","0","0","1","1","1","1","3"
"7259","08994000","08994000",596,"1","0","0","1","1","1","0","0","0","0","1","1","1","2"
"7260","08995000","08995000",1295,"0","0","1","1","1","1","0","0","1","1","1","1","1","3"
"7261","08996000","08996000",1295,"0","1","0","1","1","1","1","0","0","1","1","1","1","3"
"7262","08997000","08997000",1295,"1","0","1","1","1","1","1","0","0","1","1","1","1","3"
"7263","08998000","08998000",1295,"1","0","0","1","1","1","0","0","0","1","1","1","1","2"
"7264","08999000","08999000",1295,"1","0","0","1","1","1","0","0","0","1","1","1","0","1"
"7265","09000000","09000000",1295,"0","0","0","1","1","1","0","0","0","1","1","1","0","3"
"7266","09001000","09001000",1295,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7267","09002000","09002000",1295,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7268","09003000","09003000",1295,"1","1","1","1","1","1","0","0","1","1","1","1","1","3"
"7269","09004000","09004000",1295,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"7270","09005000","09005000",1295,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"7271","09006000","09006000",1295,"0","0","0","0","0","1","0","0","0","1","1","1","0","3"
"7272","09007000","09007000",1295,"1","0","1","1","1","1","0","0","1","0","0","1","0","3"
"7273","09008000","09008000",1295,"0","0","0","1","1","1","0","0","1","1","1","1","1","3"
"7274","09010000","09010000",1295,"0","0","1","1","1","1","0","1","0","1","1","1","1","2"
"7275","09011000","09011000",1295,"0","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7276","09012000","09012000",1295,"1","1","1","1","1","1","1","1","0","1","1","1","1","3"
"7277","09013000","09013000",1295,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"7278","09014000","09014000",1295,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"7279","09015000","09015000",1295,"1","0","0","1","1","0","0","0","0","1","1","1","0","3"
"7280","09016000","09016000",1295,"0","0","1","1","1","1","1","0","0","1","1","1","1","3"
"7281","09017000","09017000",1295,"0","0","0","1","0","1","0","1","0","1","1","1","1","2"
"7282","09018000","09018000",1295,"1","0","0","1","1","1","0","0","1","1","1","1","0","2"
"7283","09020000","09020000",1295,"0","0","0","1","1","1","0","0","1","1","1","1","0","1"
"7284","09021000","09021000",1295,"0","1","0","1","0","1","0","0","0","1","1","1","1","2"
"7285","09022000","09022000",1295,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7286","09023000","09023000",1295,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"7287","09024000","09024000",1295,"1","0","0","1","1","0","0","0","0","1","1","1","0","1"
"7288","09025000","09025000",1295,"0","0","1","1","1","1","0","0","1","1","1","1","0","2"
"7289","09026000","09026000",1295,"1","0","1","1","1","1","0","1","1","1","1","1","0","2"
"7290","09027000","09027000",1295,"0","0","0","0","1","1","0","1","0","1","1","1","1","3"
"7291","09028000","09028000",1295,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"7292","09028005","09028000",1295,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"7293","09029000","09029000",1295,"0","0","0","1","0","1","0","0","0","0","1","1","1","1"
"7294","09030000","09030000",1295,"0","0","0","1","1","1","0","0","0","1","1","1","0","3"
"7295","09031000","09031000",1295,"0","0","0","1","1","1","0","0","0","1","1","1","1","2"
"7296","09033000","09033000",1295,"1","0","1","1","1","1","0","0","0","1","1","1","1","1"
"7297","09035000","09035000",1295,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7298","09038000","09038000",1295,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7299","09039000","09039000",1295,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"7300","09040000","09040000",1295,"1","0","0","1","0","1","0","1","0","1","1","1","0","2"
"7301","09043000","09043000",1295,"1","0","1","1","1","1","0","0","1","1","1","1","1","3"
"7302","09043003","09043000",1295,"0","1","0","1","1","1","0","0","1","1","1","1","0","1"
"7303","09044000","09044000",1295,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"7304","09045000","09045000",1295,"0","1","0","1","1","1","0","0","0","1","1","1","1","3"
"7305","09045004","09045000",1295,"0","0","1","0","1","1","0","1","1","1","1","1","1","1"
"7306","09047000","09047000",1295,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7307","09048000","09048000",1295,"1","1","1","1","1","1","1","0","0","1","1","1","0","3"
"7308","09050000","09050000",804,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"7309","09051000","09051000",804,"0","1","0","1","1","1","0","0","1","1","1","0","0","1"
"7310","09052000","09052000",804,"1","1","0","1","0","0","0","0","0","0","1","1","1","2"
"7311","09052003","09052000",804,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"7312","09052004","09052000",804,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"7313","09053000","09053000",804,"0","0","0","1","1","1","0","0","0","0","1","1","1","3"
"7314","09053003","09053000",804,"1","1","1","1","1","1","0","0","0","0","1","1","1","3"
"7315","09055000","09055000",804,"1","1","0","1","1","1","0","0","1","0","1","1","1","3"
"7316","09056000","09056000",804,"0","1","1","0","1","1","0","0","1","1","1","1","0","3"
"7317","09057000","09057000",804,"1","1","1","1","1","1","0","0","0","1","1","1","0","3"
"7318","09058000","09058000",804,"1","1","1","1","1","1","0","0","0","1","1","1","1","3"
"7319","09059000","09059000",804,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7320","09060000","09060000",804,"1","1","0","1","1","1","0","0","0","1","1","1","0","2"
"7321","09061000","09061000",804,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"7322","09062000","09062000",804,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"7323","09063000","09063000",804,"1","1","0","1","1","1","0","0","0","1","1","1","1","2"
"7324","09064000","09064000",804,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"7325","09065000","09065000",804,"0","1","0","0","0","0","0","0","0","0","0","1","0","1"
"7326","09067000","09067000",804,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"7327","09070000","09070000",804,"0","1","0","1","1","1","0","0","1","0","1","1","0","2"
"7328","09071000","09071000",804,"0","0","0","1","0","1","0","0","1","0","1","1","0","2"
"7329","09073000","09073000",804,"0","1","0","1","1","1","0","0","1","1","1","1","0","2"
"7330","09074000","09074000",804,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7331","09076000","09076000",804,"1","1","1","1","1","1","0","0","1","1","1","1","1","3"
"7332","09077000","09077000",804,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"7333","09080000","09080000",804,"0","1","0","0","1","1","0","0","1","0","1","1","0","2"
"7334","09083000","09083000",804,"1","1","1","1","1","1","0","0","1","1","1","1","1","3"
"7335","09083003","09083000",804,"0","1","1","0","1","0","0","0","1","1","1","1","1","3"
"7336","09084000","09084000",804,"0","1","0","1","1","1","0","0","1","0","1","1","1","2"
"7337","09085000","09085000",804,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7338","09086000","09086000",804,"0","1","1","1","1","1","0","0","0","0","1","1","0","1"
"7339","09087000","09087000",804,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"7340","09088000","09088000",804,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"7341","09090000","09090000",804,"0","1","0","1","1","1","0","0","1","0","1","1","0","1"
"7342","09090003","09090000",804,"0","1","0","1","1","1","0","0","1","0","1","1","0","1"
"7343","09091000","09091000",804,"0","0","0","1","0","1","0","0","0","1","1","1","1","2"
"7344","09092000","09092000",804,"0","1","0","1","0","0","0","0","0","0","1","0","0","2"
"7345","09093000","09093000",804,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"7346","09094000","09094000",804,"1","1","0","1","1","1","0","0","1","1","1","1","1","3"
"7347","09095000","09095000",804,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
